p,rep,level,eig_idx,method,pop_eig,sample_eig
30,12,E,4,REML,1,1.230695205
30,12,E,5,REML,1,1.187589381
30,13,A,1,REML,1,4.118131441
30,13,A,2,REML,1,3.857073718
30,13,A,3,REML,1,3.114369759
30,13,A,4,REML,1,2.954935225
30,13,A,5,REML,1,2.638851266
30,13,B,1,REML,4,6.846169606
30,13,B,2,REML,4,6.403155773
30,13,B,3,REML,4,6.164296824
30,13,B,4,REML,4,5.813994265
30,13,B,5,REML,4,5.473792523
30,13,E,1,REML,1,1.306421027
30,13,E,2,REML,1,1.268269364
30,13,E,3,REML,1,1.258530393
30,13,E,4,REML,1,1.225622351
30,13,E,5,REML,1,1.199906384
30,14,A,1,REML,1,4.174358324
30,14,A,2,REML,1,3.97603288
30,14,A,3,REML,1,3.232460772
30,14,A,4,REML,1,2.964165756
30,14,A,5,REML,1,2.727068887
30,14,B,1,REML,4,6.818504776
30,14,B,2,REML,4,6.058951638
30,14,B,3,REML,4,5.917076632
30,14,B,4,REML,4,5.813418426
30,14,B,5,REML,4,5.486923273
30,14,E,1,REML,1,1.312182061
30,14,E,2,REML,1,1.263704304
30,14,E,3,REML,1,1.260167987
30,14,E,4,REML,1,1.220295404
30,14,E,5,REML,1,1.187872438
30,15,A,1,REML,1,4.148711433
30,15,A,2,REML,1,3.577037373
30,15,A,3,REML,1,3.345571212
30,15,A,4,REML,1,2.94105289
30,15,A,5,REML,1,2.682117977
30,15,B,1,REML,4,6.611982807
30,15,B,2,REML,4,6.578302168
30,15,B,3,REML,4,6.159671759
30,15,B,4,REML,4,5.866637682
30,15,B,5,REML,4,5.669504351
30,15,E,1,REML,1,1.280879565
30,15,E,2,REML,1,1.261711224
30,15,E,3,REML,1,1.238917522
30,15,E,4,REML,1,1.196438737
30,15,E,5,REML,1,1.167825522
30,16,A,1,REML,1,4.658064892
30,16,A,2,REML,1,3.768408343
30,16,A,3,REML,1,3.23542338
30,16,A,4,REML,1,2.918929933
30,16,A,5,REML,1,2.608335483
30,16,B,1,REML,4,6.805963983
30,16,B,2,REML,4,6.240479984
30,16,B,3,REML,4,5.86297862
30,16,B,4,REML,4,5.759407182
30,16,B,5,REML,4,5.691186635
30,16,E,1,REML,1,1.291270973
30,16,E,2,REML,1,1.25772863
30,16,E,3,REML,1,1.224129705
30,16,E,4,REML,1,1.185939738
30,16,E,5,REML,1,1.178435127
30,17,A,1,REML,1,4.441395084
30,17,A,2,REML,1,4.169293537
30,17,A,3,REML,1,3.809523155
30,17,A,4,REML,1,3.257507034
30,17,A,5,REML,1,2.736624251
30,17,B,1,REML,4,7.133191051
30,17,B,2,REML,4,6.576093401
30,17,B,3,REML,4,6.332024875
30,17,B,4,REML,4,5.997626024
30,17,B,5,REML,4,5.883005319
30,17,E,1,REML,1,1.341217866
30,17,E,2,REML,1,1.278948389
30,17,E,3,REML,1,1.207191689
30,17,E,4,REML,1,1.189407754
30,17,E,5,REML,1,1.171782997
30,18,A,1,REML,1,4.228548859
30,18,A,2,REML,1,3.559855816
30,18,A,3,REML,1,3.434554548
30,18,A,4,REML,1,2.897279364
30,18,A,5,REML,1,2.745415674
30,18,B,1,REML,4,6.721725677
30,18,B,2,REML,4,6.685879437
30,18,B,3,REML,4,6.151561912
30,18,B,4,REML,4,6.004051333
30,18,B,5,REML,4,5.625232822
30,18,E,1,REML,1,1.320552151
30,18,E,2,REML,1,1.264355293
30,18,E,3,REML,1,1.226755095
30,18,E,4,REML,1,1.210200883
30,18,E,5,REML,1,1.178782211
30,19,A,1,REML,1,4.004188205
30,19,A,2,REML,1,3.731921617
30,19,A,3,REML,1,3.518493537
30,19,A,4,REML,1,3.104803633
30,19,A,5,REML,1,2.932464616
30,19,B,1,REML,4,6.871575876
30,19,B,2,REML,4,6.409954679
30,19,B,3,REML,4,6.38151184
30,19,B,4,REML,4,6.190053025
30,19,B,5,REML,4,5.775826346
30,19,E,1,REML,1,1.266320619
30,19,E,2,REML,1,1.249119934
30,19,E,3,REML,1,1.2314737
30,19,E,4,REML,1,1.221633741
30,19,E,5,REML,1,1.201226374
30,20,A,1,REML,1,3.80717363
30,20,A,2,REML,1,3.749392874
30,20,A,3,REML,1,3.393706201
30,20,A,4,REML,1,3.117989911
30,20,A,5,REML,1,2.970091467
30,20,B,1,REML,4,7.057522646
30,20,B,2,REML,4,6.640366341
30,20,B,3,REML,4,5.989810997
30,20,B,4,REML,4,5.690392022
30,20,B,5,REML,4,5.55862662
30,20,E,1,REML,1,1.319635782
30,20,E,2,REML,1,1.30703336
30,20,E,3,REML,1,1.260655665
30,20,E,4,REML,1,1.203867643
30,20,E,5,REML,1,1.189792499
30,21,A,1,REML,1,3.841081779
30,21,A,2,REML,1,3.474336841
30,21,A,3,REML,1,3.267579333
30,21,A,4,REML,1,3.164207056
30,21,A,5,REML,1,2.700932175
30,21,B,1,REML,4,6.799434517
30,21,B,2,REML,4,6.300035424
30,21,B,3,REML,4,6.086900851
30,21,B,4,REML,4,5.87818647
30,21,B,5,REML,4,5.663976504
30,21,E,1,REML,1,1.352733375
30,21,E,2,REML,1,1.294936574
30,21,E,3,REML,1,1.265476544
30,21,E,4,REML,1,1.257169408
30,21,E,5,REML,1,1.243175035
30,22,A,1,REML,1,3.934216723
30,22,A,2,REML,1,3.66555547
30,22,A,3,REML,1,3.365163598
30,22,A,4,REML,1,3.225949335
30,22,A,5,REML,1,2.931052095
30,22,B,1,REML,4,7.212601416
30,22,B,2,REML,4,6.662304804
30,22,B,3,REML,4,6.015365265
30,22,B,4,REML,4,5.587796898
30,22,B,5,REML,4,5.358053535
30,22,E,1,REML,1,1.300816059
30,22,E,2,REML,1,1.266703226
30,22,E,3,REML,1,1.243670671
30,22,E,4,REML,1,1.223319127
30,22,E,5,REML,1,1.170538714
30,23,A,1,REML,1,4.672167595
30,23,A,2,REML,1,3.292879996
30,23,A,3,REML,1,3.171724557
30,23,A,4,REML,1,3.00289806
30,23,A,5,REML,1,2.904435013
30,23,B,1,REML,4,6.487035498
30,23,B,2,REML,4,6.229319291
30,23,B,3,REML,4,6.048237844
30,23,B,4,REML,4,5.989695719
30,23,B,5,REML,4,5.532293857
30,23,E,1,REML,1,1.277596898
30,23,E,2,REML,1,1.246648647
30,23,E,3,REML,1,1.230795137
30,23,E,4,REML,1,1.210382785
30,23,E,5,REML,1,1.154955233
30,24,A,1,REML,1,4.607426242
30,24,A,2,REML,1,3.578791196
30,24,A,3,REML,1,3.304573207
30,24,A,4,REML,1,3.11344374
30,24,A,5,REML,1,2.780851955
30,24,B,1,REML,4,6.768596156
30,24,B,2,REML,4,6.667027441
30,24,B,3,REML,4,6.483969526
30,24,B,4,REML,4,6.135124358
30,24,B,5,REML,4,5.622970302
30,24,E,1,REML,1,1.334264719
30,24,E,2,REML,1,1.293891422
30,24,E,3,REML,1,1.235631848
30,24,E,4,REML,1,1.228641912
30,24,E,5,REML,1,1.199806082
30,25,A,1,REML,1,3.803556641
30,25,A,2,REML,1,3.257071756
30,25,A,3,REML,1,2.890755137
30,25,A,4,REML,1,2.639572938
30,25,A,5,REML,1,2.488598556
30,25,B,1,REML,4,7.061482392
30,25,B,2,REML,4,6.714021201
30,25,B,3,REML,4,6.461420272
30,25,B,4,REML,4,6.027351025
30,25,B,5,REML,4,5.727053414
30,25,E,1,REML,1,1.300932862
30,25,E,2,REML,1,1.271990788
30,25,E,3,REML,1,1.250114465
30,25,E,4,REML,1,1.200950323
30,25,E,5,REML,1,1.196991841
30,26,A,1,REML,1,4.07803288
30,26,A,2,REML,1,3.455775559
30,26,A,3,REML,1,3.012812889
30,26,A,4,REML,1,2.746182911
30,26,A,5,REML,1,2.715599509
30,26,B,1,REML,4,7.071805905
30,26,B,2,REML,4,6.467115682
30,26,B,3,REML,4,6.283136985
30,26,B,4,REML,4,5.965614935
30,26,B,5,REML,4,5.751151493
30,26,E,1,REML,1,1.321269456
30,26,E,2,REML,1,1.272546006
30,26,E,3,REML,1,1.24988394
30,26,E,4,REML,1,1.233044043
30,26,E,5,REML,1,1.202963676
30,27,A,1,REML,1,4.074270038
30,27,A,2,REML,1,3.655010562
30,27,A,3,REML,1,3.203286314
30,27,A,4,REML,1,2.800392587
30,27,A,5,REML,1,2.607683835
30,27,B,1,REML,4,6.599376479
30,27,B,2,REML,4,6.264263158
30,27,B,3,REML,4,6.119877179
30,27,B,4,REML,4,5.826403228
30,27,B,5,REML,4,5.563734181
30,27,E,1,REML,1,1.294328646
30,27,E,2,REML,1,1.244291214
30,27,E,3,REML,1,1.215941269
30,27,E,4,REML,1,1.200517146
30,27,E,5,REML,1,1.188778663
30,28,A,1,REML,1,3.8526925
30,28,A,2,REML,1,3.41482728
30,28,A,3,REML,1,3.246218025
30,28,A,4,REML,1,2.975373241
30,28,A,5,REML,1,2.7152009
30,28,B,1,REML,4,6.799874641
30,28,B,2,REML,4,6.447649467
30,28,B,3,REML,4,6.130402481
30,28,B,4,REML,4,5.673704965
30,28,B,5,REML,4,5.406820792
30,28,E,1,REML,1,1.344905066
30,28,E,2,REML,1,1.299665736
30,28,E,3,REML,1,1.228641905
30,28,E,4,REML,1,1.218902441
30,28,E,5,REML,1,1.173469765
30,29,A,1,REML,1,3.68122597
30,29,A,2,REML,1,3.28465287
30,29,A,3,REML,1,3.024014425
30,29,A,4,REML,1,2.696131975
30,29,A,5,REML,1,2.432237752
30,29,B,1,REML,4,6.840658169
30,29,B,2,REML,4,6.801941086
30,29,B,3,REML,4,6.196322236
30,29,B,4,REML,4,5.837553148
30,29,B,5,REML,4,5.755132649
30,29,E,1,REML,1,1.324688599
30,29,E,2,REML,1,1.270826795
30,29,E,3,REML,1,1.240811052
30,29,E,4,REML,1,1.224726411
30,29,E,5,REML,1,1.174883369
30,30,A,1,REML,1,3.849349377
30,30,A,2,REML,1,3.46242152
30,30,A,3,REML,1,3.278477851
30,30,A,4,REML,1,3.102536395
30,30,A,5,REML,1,2.60355678
30,30,B,1,REML,4,6.885652168
30,30,B,2,REML,4,6.629815447
30,30,B,3,REML,4,5.940672954
30,30,B,4,REML,4,5.69070272
30,30,B,5,REML,4,5.616162808
30,30,E,1,REML,1,1.283246307
30,30,E,2,REML,1,1.265740151
30,30,E,3,REML,1,1.24393392
30,30,E,4,REML,1,1.216125214
30,30,E,5,REML,1,1.192128354
30,31,A,1,REML,1,4.403824585
30,31,A,2,REML,1,3.972351607
30,31,A,3,REML,1,3.457103517
30,31,A,4,REML,1,2.770714931
30,31,A,5,REML,1,2.49058222
30,31,B,1,REML,4,6.724540554
30,31,B,2,REML,4,6.466789673
30,31,B,3,REML,4,6.190067578
30,31,B,4,REML,4,5.81966285
30,31,B,5,REML,4,5.589863205
30,31,E,1,REML,1,1.260861002
30,31,E,2,REML,1,1.229551137
30,31,E,3,REML,1,1.22430411
30,31,E,4,REML,1,1.186246478
30,31,E,5,REML,1,1.153942268
30,32,A,1,REML,1,4.444267157
30,32,A,2,REML,1,3.646355517
30,32,A,3,REML,1,3.338833698
30,32,A,4,REML,1,3.090859561
30,32,A,5,REML,1,2.690434802
30,32,B,1,REML,4,6.790714816
30,32,B,2,REML,4,6.678689004
30,32,B,3,REML,4,6.164996758
30,32,B,4,REML,4,5.915123801
30,32,B,5,REML,4,5.563518754
30,32,E,1,REML,1,1.311793877
30,32,E,2,REML,1,1.256767454
30,32,E,3,REML,1,1.231652485
30,32,E,4,REML,1,1.225185563
30,32,E,5,REML,1,1.19336591
30,33,A,1,REML,1,3.90281451
30,33,A,2,REML,1,3.576846001
30,33,A,3,REML,1,3.351576385
30,33,A,4,REML,1,3.053971716
30,33,A,5,REML,1,2.842572288
30,33,B,1,REML,4,7.394050501
30,33,B,2,REML,4,6.794080212
30,33,B,3,REML,4,6.041910737
30,33,B,4,REML,4,5.750728427
30,33,B,5,REML,4,5.61577922
30,33,E,1,REML,1,1.298914738
30,33,E,2,REML,1,1.247285533
30,33,E,3,REML,1,1.208829122
30,33,E,4,REML,1,1.20176324
30,33,E,5,REML,1,1.16905053
30,34,A,1,REML,1,4.243508138
30,34,A,2,REML,1,3.513664372
30,34,A,3,REML,1,3.39775819
30,34,A,4,REML,1,3.214903869
30,34,A,5,REML,1,2.852000963
30,34,B,1,REML,4,6.438511385
30,34,B,2,REML,4,6.313989172
30,34,B,3,REML,4,6.067376229
30,34,B,4,REML,4,5.888272345
30,34,B,5,REML,4,5.577310511
30,34,E,1,REML,1,1.298176805
30,34,E,2,REML,1,1.257795953
30,34,E,3,REML,1,1.248401958
30,34,E,4,REML,1,1.215900586
30,34,E,5,REML,1,1.17898949
30,35,A,1,REML,1,3.932685879
30,35,A,2,REML,1,3.432207552
30,35,A,3,REML,1,3.074742275
30,35,A,4,REML,1,2.854601082
30,35,A,5,REML,1,2.665769363
30,35,B,1,REML,4,6.697335152
30,35,B,2,REML,4,6.405166825
30,35,B,3,REML,4,5.922667004
30,35,B,4,REML,4,5.810412987
30,35,B,5,REML,4,5.551800091
30,35,E,1,REML,1,1.325812829
30,35,E,2,REML,1,1.28262365
30,35,E,3,REML,1,1.236649109
30,35,E,4,REML,1,1.23112709
30,35,E,5,REML,1,1.208849316
30,36,A,1,REML,1,4.340450329
30,36,A,2,REML,1,3.483957067
30,36,A,3,REML,1,3.129132911
30,36,A,4,REML,1,2.931903952
30,36,A,5,REML,1,2.627146671
30,36,B,1,REML,4,6.651756567
30,36,B,2,REML,4,6.370975425
30,36,B,3,REML,4,6.16525093
30,36,B,4,REML,4,5.963356914
30,36,B,5,REML,4,5.466938707
30,36,E,1,REML,1,1.296547088
30,36,E,2,REML,1,1.290218907
30,36,E,3,REML,1,1.247183725
30,36,E,4,REML,1,1.235687792
30,36,E,5,REML,1,1.190215315
30,37,A,1,REML,1,4.496527707
30,37,A,2,REML,1,3.621933118
30,37,A,3,REML,1,3.216962093
30,37,A,4,REML,1,3.005836628
30,37,A,5,REML,1,2.793778254
30,37,B,1,REML,4,7.02155383
30,37,B,2,REML,4,6.380211132
30,37,B,3,REML,4,6.159665996
30,37,B,4,REML,4,5.756148469
30,37,B,5,REML,4,5.577813029
30,37,E,1,REML,1,1.284291842
30,37,E,2,REML,1,1.250928247
30,37,E,3,REML,1,1.214136659
30,37,E,4,REML,1,1.206561067
30,37,E,5,REML,1,1.177417502
30,38,A,1,REML,1,3.977247025
30,38,A,2,REML,1,3.513566475
30,38,A,3,REML,1,3.337441502
30,38,A,4,REML,1,2.90908234
30,38,A,5,REML,1,2.663543335
30,38,B,1,REML,4,6.591382788
30,38,B,2,REML,4,6.163015202
30,38,B,3,REML,4,6.120014267
30,38,B,4,REML,4,5.680589742
30,38,B,5,REML,4,5.630513077
30,38,E,1,REML,1,1.315553994
30,38,E,2,REML,1,1.290629006
30,38,E,3,REML,1,1.233695808
30,38,E,4,REML,1,1.226794717
30,38,E,5,REML,1,1.184333734
30,39,A,1,REML,1,4.319220227
30,39,A,2,REML,1,4.147960462
30,39,A,3,REML,1,3.705834229
30,39,A,4,REML,1,3.171690498
30,39,A,5,REML,1,2.87741963
30,39,B,1,REML,4,7.26931868
30,39,B,2,REML,4,6.329105278
30,39,B,3,REML,4,6.032065311
30,39,B,4,REML,4,5.963819526
30,39,B,5,REML,4,5.797494625
30,39,E,1,REML,1,1.240531346
30,39,E,2,REML,1,1.234620678
30,39,E,3,REML,1,1.202810181
30,39,E,4,REML,1,1.190293301
30,39,E,5,REML,1,1.162175766
30,40,A,1,REML,1,3.878155037
30,40,A,2,REML,1,3.562527234
30,40,A,3,REML,1,3.322713297
30,40,A,4,REML,1,3.020214792
30,40,A,5,REML,1,2.900730705
30,40,B,1,REML,4,7.17789987
30,40,B,2,REML,4,6.321021472
30,40,B,3,REML,4,5.906809765
30,40,B,4,REML,4,5.696956172
30,40,B,5,REML,4,5.562552318
30,40,E,1,REML,1,1.314497155
30,40,E,2,REML,1,1.283492998
30,40,E,3,REML,1,1.263087374
30,40,E,4,REML,1,1.243501074
30,40,E,5,REML,1,1.213965541
30,41,A,1,REML,1,4.436350193
30,41,A,2,REML,1,3.773256069
30,41,A,3,REML,1,3.425159239
30,41,A,4,REML,1,3.129688656
30,41,A,5,REML,1,2.871118346
30,41,B,1,REML,4,6.812669701
30,41,B,2,REML,4,6.484363481
30,41,B,3,REML,4,6.191066493
30,41,B,4,REML,4,5.91709383
30,41,B,5,REML,4,5.76498856
30,41,E,1,REML,1,1.323936563
30,41,E,2,REML,1,1.309717039
30,41,E,3,REML,1,1.254195833
30,41,E,4,REML,1,1.211150145
30,41,E,5,REML,1,1.19507529
30,42,A,1,REML,1,4.182984278
30,42,A,2,REML,1,3.943847143
30,42,A,3,REML,1,3.686052767
30,42,A,4,REML,1,3.07079161
30,42,A,5,REML,1,2.74934879
30,42,B,1,REML,4,7.242078127
30,42,B,2,REML,4,6.670079493
30,42,B,3,REML,4,6.215708977
30,42,B,4,REML,4,5.789764296
30,42,B,5,REML,4,5.471583245
30,42,E,1,REML,1,1.282853004
30,42,E,2,REML,1,1.265056174
30,42,E,3,REML,1,1.229121675
30,42,E,4,REML,1,1.213738439
30,42,E,5,REML,1,1.197657708
30,43,A,1,REML,1,3.993408744
30,43,A,2,REML,1,3.489722955
30,43,A,3,REML,1,3.133282284
30,43,A,4,REML,1,2.855186767
30,43,A,5,REML,1,2.649024817
30,43,B,1,REML,4,6.816848048
30,43,B,2,REML,4,6.425675955
30,43,B,3,REML,4,6.076848102
30,43,B,4,REML,4,5.700224529
30,43,B,5,REML,4,5.261486956
30,43,E,1,REML,1,1.281573399
30,43,E,2,REML,1,1.275008426
30,43,E,3,REML,1,1.247119391
30,43,E,4,REML,1,1.207240326
30,43,E,5,REML,1,1.170404088
30,44,A,1,REML,1,3.725283239
30,44,A,2,REML,1,3.304728647
30,44,A,3,REML,1,2.939525455
30,44,A,4,REML,1,2.660641341
30,44,A,5,REML,1,2.653329579
30,44,B,1,REML,4,6.436153507
30,44,B,2,REML,4,6.320095319
30,44,B,3,REML,4,6.206879923
30,44,B,4,REML,4,5.933094852
30,44,B,5,REML,4,5.683360779
30,44,E,1,REML,1,1.276969437
30,44,E,2,REML,1,1.247847157
30,44,E,3,REML,1,1.247000082
30,44,E,4,REML,1,1.221357783
30,44,E,5,REML,1,1.196377277
30,45,A,1,REML,1,3.743044073
30,45,A,2,REML,1,3.338355105
30,45,A,3,REML,1,2.945720848
30,45,A,4,REML,1,2.685201258
30,45,A,5,REML,1,2.461322812
30,45,B,1,REML,4,6.744790999
30,45,B,2,REML,4,6.34446906
30,45,B,3,REML,4,5.95115795
30,45,B,4,REML,4,5.884258651
30,45,B,5,REML,4,5.599675043
30,45,E,1,REML,1,1.281729691
30,45,E,2,REML,1,1.27739743
30,45,E,3,REML,1,1.225743918
30,45,E,4,REML,1,1.212789754
30,45,E,5,REML,1,1.203062879
30,46,A,1,REML,1,4.772620037
30,46,A,2,REML,1,3.692386278
30,46,A,3,REML,1,3.343883536
30,46,A,4,REML,1,2.982981466
30,46,A,5,REML,1,2.775288929
30,46,B,1,REML,4,6.654831832
30,46,B,2,REML,4,6.521874793
30,46,B,3,REML,4,5.94055888
30,46,B,4,REML,4,5.750163216
30,46,B,5,REML,4,5.474296593
30,46,E,1,REML,1,1.319381056
30,46,E,2,REML,1,1.253113353
30,46,E,3,REML,1,1.234139047
30,46,E,4,REML,1,1.209895203
30,46,E,5,REML,1,1.186797434
30,47,A,1,REML,1,3.894620095
30,47,A,2,REML,1,3.588415394
30,47,A,3,REML,1,3.353467347
30,47,A,4,REML,1,2.751984086
30,47,A,5,REML,1,2.432822757
30,47,B,1,REML,4,7.245199606
30,47,B,2,REML,4,6.505029616
30,47,B,3,REML,4,6.015304823
30,47,B,4,REML,4,5.869753753
30,47,B,5,REML,4,5.498760067
30,47,E,1,REML,1,1.332121459
30,47,E,2,REML,1,1.299899692
30,47,E,3,REML,1,1.226660043
30,47,E,4,REML,1,1.204074162
30,47,E,5,REML,1,1.184817788
30,48,A,1,REML,1,4.403187982
30,48,A,2,REML,1,3.658543658
30,48,A,3,REML,1,3.302739269
30,48,A,4,REML,1,3.153502632
30,48,A,5,REML,1,2.746365651
30,48,B,1,REML,4,6.817242423
30,48,B,2,REML,4,6.570261494
30,48,B,3,REML,4,6.360053897
30,48,B,4,REML,4,5.851424793
30,48,B,5,REML,4,5.662551692
30,48,E,1,REML,1,1.308316458
30,48,E,2,REML,1,1.275261278
30,48,E,3,REML,1,1.226118332
30,48,E,4,REML,1,1.206746756
30,48,E,5,REML,1,1.166126547
30,49,A,1,REML,1,4.37911995
30,49,A,2,REML,1,3.857649834
30,49,A,3,REML,1,3.388904369
30,49,A,4,REML,1,3.127087239
30,49,A,5,REML,1,2.808279289
30,49,B,1,REML,4,7.534856484
30,49,B,2,REML,4,6.539943378
30,49,B,3,REML,4,6.422134719
30,49,B,4,REML,4,6.104737541
30,49,B,5,REML,4,5.419755621
30,49,E,1,REML,1,1.336098003
30,49,E,2,REML,1,1.289347738
30,49,E,3,REML,1,1.262233856
30,49,E,4,REML,1,1.242373893
30,49,E,5,REML,1,1.229232203
30,50,A,1,REML,1,3.672912152
30,50,A,2,REML,1,3.422969027
30,50,A,3,REML,1,3.114910768
30,50,A,4,REML,1,2.939128884
30,50,A,5,REML,1,2.667994326
30,50,B,1,REML,4,6.759985477
30,50,B,2,REML,4,6.625037225
30,50,B,3,REML,4,6.277267701
30,50,B,4,REML,4,6.04778755
30,50,B,5,REML,4,5.652758178
30,50,E,1,REML,1,1.339365673
30,50,E,2,REML,1,1.30685115
30,50,E,3,REML,1,1.235000171
30,50,E,4,REML,1,1.206778232
30,50,E,5,REML,1,1.199119806
40,1,A,1,REML,1,4.649059686
40,1,A,2,REML,1,4.617975805
40,1,A,3,REML,1,4.532029984
40,1,A,4,REML,1,3.800123383
40,1,A,5,REML,1,3.58137178
40,1,B,1,REML,4,7.356700532
40,1,B,2,REML,4,7.135676169
40,1,B,3,REML,4,6.620495504
40,1,B,4,REML,4,6.528626428
40,1,B,5,REML,4,6.425808723
40,1,E,1,REML,1,1.351382307
40,1,E,2,REML,1,1.32129068
40,1,E,3,REML,1,1.30577189
40,1,E,4,REML,1,1.264387246
40,1,E,5,REML,1,1.250155324
40,2,A,1,REML,1,5.299350214
40,2,A,2,REML,1,4.692588335
40,2,A,3,REML,1,4.310329997
40,2,A,4,REML,1,4.0808265
40,2,A,5,REML,1,3.60075845
40,2,B,1,REML,4,7.687075387
40,2,B,2,REML,4,6.984392978
40,2,B,3,REML,4,6.59326027
40,2,B,4,REML,4,5.956804338
40,2,B,5,REML,4,5.826335923
40,2,E,1,REML,1,1.41034733
40,2,E,2,REML,1,1.327710637
40,2,E,3,REML,1,1.297302995
40,2,E,4,REML,1,1.275563501
40,2,E,5,REML,1,1.25450273
40,3,A,1,REML,1,4.463203423
40,3,A,2,REML,1,4.154407611
40,3,A,3,REML,1,3.716690559
40,3,A,4,REML,1,3.346047359
40,3,A,5,REML,1,3.293594408
40,3,B,1,REML,4,7.505369478
40,3,B,2,REML,4,6.868001542
40,3,B,3,REML,4,6.734330327
40,3,B,4,REML,4,6.448231446
40,3,B,5,REML,4,5.901083562
40,3,E,1,REML,1,1.352012784
40,3,E,2,REML,1,1.327735661
40,3,E,3,REML,1,1.290265375
40,3,E,4,REML,1,1.262164487
40,3,E,5,REML,1,1.25412223
40,4,A,1,REML,1,4.907038056
40,4,A,2,REML,1,4.20678452
40,4,A,3,REML,1,4.169105243
40,4,A,4,REML,1,3.827356505
40,4,A,5,REML,1,3.516221074
40,4,B,1,REML,4,7.508322204
40,4,B,2,REML,4,7.337208944
40,4,B,3,REML,4,6.658961049
40,4,B,4,REML,4,6.448953306
40,4,B,5,REML,4,6.153617241
40,4,E,1,REML,1,1.368705235
40,4,E,2,REML,1,1.325954022
40,4,E,3,REML,1,1.292720734
40,4,E,4,REML,1,1.264199653
40,4,E,5,REML,1,1.253924542
40,5,A,1,REML,1,5.213853468
40,5,A,2,REML,1,4.483809902
40,5,A,3,REML,1,4.341758699
40,5,A,4,REML,1,3.699478683
40,5,A,5,REML,1,3.468897509
40,5,B,1,REML,4,7.253306803
40,5,B,2,REML,4,6.853436425
40,5,B,3,REML,4,6.591691379
40,5,B,4,REML,4,6.397980453
40,5,B,5,REML,4,6.107720017
40,5,E,1,REML,1,1.375464891
40,5,E,2,REML,1,1.334788774
40,5,E,3,REML,1,1.292175715
40,5,E,4,REML,1,1.285737662
40,5,E,5,REML,1,1.267049686
40,6,A,1,REML,1,5.68246135
40,6,A,2,REML,1,4.705494157
40,6,A,3,REML,1,4.22812617
40,6,A,4,REML,1,3.891052294
40,6,A,5,REML,1,3.63178742
40,6,B,1,REML,4,6.960608698
40,6,B,2,REML,4,6.897418311
40,6,B,3,REML,4,6.792914718
40,6,B,4,REML,4,6.478103897
40,6,B,5,REML,4,6.084434652
40,6,E,1,REML,1,1.354134042
40,6,E,2,REML,1,1.306426814
40,6,E,3,REML,1,1.274524273
40,6,E,4,REML,1,1.272669765
40,6,E,5,REML,1,1.227436668
40,7,A,1,REML,1,4.580876309
40,7,A,2,REML,1,3.89170236
40,7,A,3,REML,1,3.691976294
40,7,A,4,REML,1,3.508596357
40,7,A,5,REML,1,3.369352965
40,7,B,1,REML,4,7.426771223
40,7,B,2,REML,4,7.095651346
40,7,B,3,REML,4,6.736070219
40,7,B,4,REML,4,6.475069643
40,7,B,5,REML,4,6.211101904
40,7,E,1,REML,1,1.35755594
40,7,E,2,REML,1,1.318989939
40,7,E,3,REML,1,1.288156188
40,7,E,4,REML,1,1.240438279
40,7,E,5,REML,1,1.229740709
40,8,A,1,REML,1,5.395762488
40,8,A,2,REML,1,4.609137939
40,8,A,3,REML,1,4.194573805
40,8,A,4,REML,1,3.914834457
40,8,A,5,REML,1,3.546025023
40,8,B,1,REML,4,6.865017966
40,8,B,2,REML,4,6.609978378
40,8,B,3,REML,4,6.246803574
40,8,B,4,REML,4,5.920014315
40,8,B,5,REML,4,5.822469965
40,8,E,1,REML,1,1.338946093
40,8,E,2,REML,1,1.30339321
40,8,E,3,REML,1,1.281683754
40,8,E,4,REML,1,1.252911309
40,8,E,5,REML,1,1.227518747
40,9,A,1,REML,1,4.620319825
40,9,A,2,REML,1,4.235244566
40,9,A,3,REML,1,3.839558215
40,9,A,4,REML,1,3.545927377
40,9,A,5,REML,1,3.342732966
40,9,B,1,REML,4,7.2539183
40,9,B,2,REML,4,6.858586727
40,9,B,3,REML,4,6.602189106
40,9,B,4,REML,4,6.16975262
40,9,B,5,REML,4,5.880727214
40,9,E,1,REML,1,1.396298019
40,9,E,2,REML,1,1.350621306
40,9,E,3,REML,1,1.296875626
40,9,E,4,REML,1,1.282099882
40,9,E,5,REML,1,1.262182794
40,10,A,1,REML,1,4.880652563
40,10,A,2,REML,1,4.664029969
40,10,A,3,REML,1,4.031821539
40,10,A,4,REML,1,3.824734297
40,10,A,5,REML,1,3.335513355
40,10,B,1,REML,4,7.330278331
40,10,B,2,REML,4,7.123069118
40,10,B,3,REML,4,6.662186249
40,10,B,4,REML,4,6.397135133
40,10,B,5,REML,4,6.261336017
40,10,E,1,REML,1,1.376918799
40,10,E,2,REML,1,1.361385088
40,10,E,3,REML,1,1.306659836
40,10,E,4,REML,1,1.279511816
40,10,E,5,REML,1,1.245651632
40,11,A,1,REML,1,4.529214082
40,11,A,2,REML,1,4.154826818
40,11,A,3,REML,1,3.738692468
40,11,A,4,REML,1,3.483715264
40,11,A,5,REML,1,3.236782152
40,11,B,1,REML,4,7.217600298
40,11,B,2,REML,4,6.994786532
40,11,B,3,REML,4,6.560453492
40,11,B,4,REML,4,6.464021661
40,11,B,5,REML,4,6.246388583
40,11,E,1,REML,1,1.372422851
40,11,E,2,REML,1,1.331776455
40,11,E,3,REML,1,1.307144415
