p,rep,level,eig_idx,method,pop_eig,sample_eig
20,30,A,1,MANOVA,1,2.457240571
20,30,A,2,MANOVA,1,2.337272296
20,30,A,3,MANOVA,1,2.090777774
20,30,A,4,MANOVA,1,1.796191077
20,30,A,5,MANOVA,1,1.456557487
20,30,B,1,MANOVA,4,5.610787243
20,30,B,2,MANOVA,4,5.091652665
20,30,B,3,MANOVA,4,4.822119897
20,30,B,4,MANOVA,4,4.69144472
20,30,B,5,MANOVA,4,4.345658108
20,30,E,1,MANOVA,1,1.261861748
20,30,E,2,MANOVA,1,1.18235418
20,30,E,3,MANOVA,1,1.143714889
20,30,E,4,MANOVA,1,1.118072172
20,30,E,5,MANOVA,1,1.109010069
20,30,A,1,REML,1,2.511256199
20,30,A,2,REML,1,2.343743033
20,30,A,3,REML,1,2.128846602
20,30,A,4,REML,1,1.816935462
20,30,A,5,REML,1,1.469114803
20,30,B,1,REML,4,5.106414548
20,30,B,2,REML,4,4.874483282
20,30,B,3,REML,4,4.537299112
20,30,B,4,REML,4,4.501073483
20,30,B,5,REML,4,4.192368383
20,30,E,1,REML,1,1.2345457
20,30,E,2,REML,1,1.158318385
20,30,E,3,REML,1,1.136581497
20,30,E,4,REML,1,1.108265607
20,30,E,5,REML,1,1.097572492
20,31,A,1,MANOVA,1,2.760242658
20,31,A,2,MANOVA,1,1.982290963
20,31,A,3,MANOVA,1,1.604413372
20,31,A,4,MANOVA,1,1.388375959
20,31,A,5,MANOVA,1,1.376426706
20,31,B,1,MANOVA,4,6.274221391
20,31,B,2,MANOVA,4,6.133429918
20,31,B,3,MANOVA,4,5.359060336
20,31,B,4,MANOVA,4,4.862895463
20,31,B,5,MANOVA,4,4.507400323
20,31,E,1,MANOVA,1,1.2076875
20,31,E,2,MANOVA,1,1.200068581
20,31,E,3,MANOVA,1,1.181178631
20,31,E,4,MANOVA,1,1.121619834
20,31,E,5,MANOVA,1,1.102223886
20,31,A,1,REML,1,2.777086979
20,31,A,2,REML,1,2.023756488
20,31,A,3,REML,1,1.623130891
20,31,A,4,REML,1,1.424885825
20,31,A,5,REML,1,1.396415343
20,31,B,1,REML,4,5.80032411
20,31,B,2,REML,4,5.531741058
20,31,B,3,REML,4,5.140481937
20,31,B,4,REML,4,4.423375938
20,31,B,5,REML,4,4.377511682
20,31,E,1,REML,1,1.194495849
20,31,E,2,REML,1,1.190255174
20,31,E,3,REML,1,1.150897199
20,31,E,4,REML,1,1.117342989
20,31,E,5,REML,1,1.09029636
20,32,A,1,MANOVA,1,2.788195959
20,32,A,2,MANOVA,1,2.189003074
20,32,A,3,MANOVA,1,1.89409433
20,32,A,4,MANOVA,1,1.640811544
20,32,A,5,MANOVA,1,1.426839005
20,32,B,1,MANOVA,4,5.758668841
20,32,B,2,MANOVA,4,5.469626579
20,32,B,3,MANOVA,4,4.890443888
20,32,B,4,MANOVA,4,4.373153554
20,32,B,5,MANOVA,4,4.090797697
20,32,E,1,MANOVA,1,1.260402764
20,32,E,2,MANOVA,1,1.23222629
20,32,E,3,MANOVA,1,1.157293774
20,32,E,4,MANOVA,1,1.136774332
20,32,E,5,MANOVA,1,1.112512249
20,32,A,1,REML,1,2.796216446
20,32,A,2,REML,1,2.195507873
20,32,A,3,REML,1,1.915804768
20,32,A,4,REML,1,1.674030351
20,32,A,5,REML,1,1.451205448
20,32,B,1,REML,4,5.457091425
20,32,B,2,REML,4,5.307059735
20,32,B,3,REML,4,4.620534297
20,32,B,4,REML,4,4.279558552
20,32,B,5,REML,4,3.90169415
20,32,E,1,REML,1,1.246792047
20,32,E,2,REML,1,1.226256818
20,32,E,3,REML,1,1.147068441
20,32,E,4,REML,1,1.130777319
20,32,E,5,REML,1,1.110898716
20,33,A,1,MANOVA,1,2.154520545
20,33,A,2,MANOVA,1,1.898172293
20,33,A,3,MANOVA,1,1.681942585
20,33,A,4,MANOVA,1,1.500537109
20,33,A,5,MANOVA,1,1.340111054
20,33,B,1,MANOVA,4,6.225536291
20,33,B,2,MANOVA,4,5.657357255
20,33,B,3,MANOVA,4,5.356728979
20,33,B,4,MANOVA,4,5.035699763
20,33,B,5,MANOVA,4,4.539909109
20,33,E,1,MANOVA,1,1.281837927
20,33,E,2,MANOVA,1,1.200812739
20,33,E,3,MANOVA,1,1.157929044
20,33,E,4,MANOVA,1,1.120534647
20,33,E,5,MANOVA,1,1.101746327
20,33,A,1,REML,1,2.183621438
20,33,A,2,REML,1,1.910065822
20,33,A,3,REML,1,1.700706582
20,33,A,4,REML,1,1.516711192
20,33,A,5,REML,1,1.34893297
20,33,B,1,REML,4,5.915014814
20,33,B,2,REML,4,5.191035944
20,33,B,3,REML,4,5.031976882
20,33,B,4,REML,4,4.687967913
20,33,B,5,REML,4,4.318607506
20,33,E,1,REML,1,1.269267125
20,33,E,2,REML,1,1.188992993
20,33,E,3,REML,1,1.139429535
20,33,E,4,REML,1,1.111028259
20,33,E,5,REML,1,1.096369041
20,34,A,1,MANOVA,1,2.439960322
20,34,A,2,MANOVA,1,1.959049205
20,34,A,3,MANOVA,1,1.551931828
20,34,A,4,MANOVA,1,1.373077068
20,34,A,5,MANOVA,1,1.263420144
20,34,B,1,MANOVA,4,5.577330856
20,34,B,2,MANOVA,4,5.487729484
20,34,B,3,MANOVA,4,5.119797912
20,34,B,4,MANOVA,4,4.78729616
20,34,B,5,MANOVA,4,4.237818951
20,34,E,1,MANOVA,1,1.23625695
20,34,E,2,MANOVA,1,1.212794277
20,34,E,3,MANOVA,1,1.187338399
20,34,E,4,MANOVA,1,1.172278854
20,34,E,5,MANOVA,1,1.128771412
20,34,A,1,REML,1,2.462531453
20,34,A,2,REML,1,1.979902673
20,34,A,3,REML,1,1.556521782
20,34,A,4,REML,1,1.392647359
20,34,A,5,REML,1,1.271716161
20,34,B,1,REML,4,5.51803543
20,34,B,2,REML,4,5.224664137
20,34,B,3,REML,4,4.481103909
20,34,B,4,REML,4,4.252725918
20,34,B,5,REML,4,3.850978312
20,34,E,1,REML,1,1.228259475
20,34,E,2,REML,1,1.203616848
20,34,E,3,REML,1,1.163218956
20,34,E,4,REML,1,1.155524819
20,34,E,5,REML,1,1.124439229
20,35,A,1,MANOVA,1,2.34948711
20,35,A,2,MANOVA,1,1.885001859
20,35,A,3,MANOVA,1,1.717107207
20,35,A,4,MANOVA,1,1.428656596
20,35,A,5,MANOVA,1,1.313925038
20,35,B,1,MANOVA,4,6.506091702
20,35,B,2,MANOVA,4,5.76871223
20,35,B,3,MANOVA,4,4.917314165
20,35,B,4,MANOVA,4,4.686310156
20,35,B,5,MANOVA,4,4.393162968
20,35,E,1,MANOVA,1,1.225350156
20,35,E,2,MANOVA,1,1.207055386
20,35,E,3,MANOVA,1,1.19170204
20,35,E,4,MANOVA,1,1.132887549
20,35,E,5,MANOVA,1,1.106295276
20,35,A,1,REML,1,2.371781621
20,35,A,2,REML,1,1.889044369
20,35,A,3,REML,1,1.729209801
20,35,A,4,REML,1,1.445827853
20,35,A,5,REML,1,1.343190289
20,35,B,1,REML,4,5.87510772
20,35,B,2,REML,4,5.331006926
20,35,B,3,REML,4,4.656985372
20,35,B,4,REML,4,4.514608983
20,35,B,5,REML,4,4.190596098
20,35,E,1,REML,1,1.211659105
20,35,E,2,REML,1,1.197907111
20,35,E,3,REML,1,1.180391362
20,35,E,4,REML,1,1.13249716
20,35,E,5,REML,1,1.094343885
20,36,A,1,MANOVA,1,2.333224735
20,36,A,2,MANOVA,1,2.19657978
20,36,A,3,MANOVA,1,1.827990705
20,36,A,4,MANOVA,1,1.54398072
20,36,A,5,MANOVA,1,1.250938494
20,36,B,1,MANOVA,4,6.952061026
20,36,B,2,MANOVA,4,5.800556305
20,36,B,3,MANOVA,4,5.13819336
20,36,B,4,MANOVA,4,4.514367682
20,36,B,5,MANOVA,4,4.489021462
20,36,E,1,MANOVA,1,1.229274733
20,36,E,2,MANOVA,1,1.186967234
20,36,E,3,MANOVA,1,1.165280441
20,36,E,4,MANOVA,1,1.134179573
20,36,E,5,MANOVA,1,1.12267675
20,36,A,1,REML,1,2.348894461
20,36,A,2,REML,1,2.256533584
20,36,A,3,REML,1,1.840487368
20,36,A,4,REML,1,1.576217703
20,36,A,5,REML,1,1.280857145
20,36,B,1,REML,4,6.49566176
20,36,B,2,REML,4,5.292979787
20,36,B,3,REML,4,4.808375329
20,36,B,4,REML,4,4.425674139
20,36,B,5,REML,4,4.275888944
20,36,E,1,REML,1,1.220805004
20,36,E,2,REML,1,1.179088406
20,36,E,3,REML,1,1.149468357
20,36,E,4,REML,1,1.130082207
20,36,E,5,REML,1,1.115548958
20,37,A,1,MANOVA,1,2.380640109
20,37,A,2,MANOVA,1,2.139818461
20,37,A,3,MANOVA,1,1.704368323
20,37,A,4,MANOVA,1,1.512527207
20,37,A,5,MANOVA,1,1.477894415
20,37,B,1,MANOVA,4,6.375827936
20,37,B,2,MANOVA,4,5.825245732
20,37,B,3,MANOVA,4,5.066880156
20,37,B,4,MANOVA,4,4.704551446
20,37,B,5,MANOVA,4,4.335871889
20,37,E,1,MANOVA,1,1.231453
20,37,E,2,MANOVA,1,1.222960861
20,37,E,3,MANOVA,1,1.178421578
20,37,E,4,MANOVA,1,1.143324837
20,37,E,5,MANOVA,1,1.112555287
20,37,A,1,REML,1,2.387288996
20,37,A,2,REML,1,2.16372615
20,37,A,3,REML,1,1.719838354
20,37,A,4,REML,1,1.529085018
20,37,A,5,REML,1,1.483942198
20,37,B,1,REML,4,5.707854104
20,37,B,2,REML,4,5.212177797
20,37,B,3,REML,4,4.989407275
20,37,B,4,REML,4,4.607984827
20,37,B,5,REML,4,4.143917521
20,37,E,1,REML,1,1.224428891
20,37,E,2,REML,1,1.195921872
20,37,E,3,REML,1,1.156856146
20,37,E,4,REML,1,1.121453104
20,37,E,5,REML,1,1.109845301
20,38,A,1,MANOVA,1,2.647527268
20,38,A,2,MANOVA,1,2.470951077
20,38,A,3,MANOVA,1,2.100393829
20,38,A,4,MANOVA,1,1.818339783
20,38,A,5,MANOVA,1,1.540152708
20,38,B,1,MANOVA,4,5.628170755
20,38,B,2,MANOVA,4,5.400511532
20,38,B,3,MANOVA,4,4.743815576
20,38,B,4,MANOVA,4,4.638892236
20,38,B,5,MANOVA,4,4.341857595
20,38,E,1,MANOVA,1,1.294148771
20,38,E,2,MANOVA,1,1.228938069
20,38,E,3,MANOVA,1,1.178066754
20,38,E,4,MANOVA,1,1.140687627
20,38,E,5,MANOVA,1,1.10799377
20,38,A,1,REML,1,2.652933829
20,38,A,2,REML,1,2.480451339
20,38,A,3,REML,1,2.118294441
20,38,A,4,REML,1,1.837452455
20,38,A,5,REML,1,1.570582551
20,38,B,1,REML,4,5.465173493
20,38,B,2,REML,4,5.250483982
20,38,B,3,REML,4,4.662388143
20,38,B,4,REML,4,4.392741336
20,38,B,5,REML,4,4.112639339
20,38,E,1,REML,1,1.280977476
20,38,E,2,REML,1,1.206077092
20,38,E,3,REML,1,1.176102564
20,38,E,4,REML,1,1.12522332
20,38,E,5,REML,1,1.100943834
20,39,A,1,MANOVA,1,2.887852428
20,39,A,2,MANOVA,1,2.649223461
20,39,A,3,MANOVA,1,2.038373643
20,39,A,4,MANOVA,1,1.784879204
20,39,A,5,MANOVA,1,1.602356281
20,39,B,1,MANOVA,4,5.636916563
20,39,B,2,MANOVA,4,4.878586049
20,39,B,3,MANOVA,4,4.56543327
20,39,B,4,MANOVA,4,4.304032962
20,39,B,5,MANOVA,4,4.098522159
20,39,E,1,MANOVA,1,1.294219229
20,39,E,2,MANOVA,1,1.190146766
20,39,E,3,MANOVA,1,1.164224021
20,39,E,4,MANOVA,1,1.155884119
20,39,E,5,MANOVA,1,1.146801529
20,39,A,1,REML,1,2.893501959
20,39,A,2,REML,1,2.657125028
20,39,A,3,REML,1,2.056362804
20,39,A,4,REML,1,1.798692707
20,39,A,5,REML,1,1.609620252
20,39,B,1,REML,4,5.278318602
20,39,B,2,REML,4,4.696533564
20,39,B,3,REML,4,4.415112664
20,39,B,4,REML,4,4.039506985
20,39,B,5,REML,4,3.972750948
20,39,E,1,REML,1,1.270792
20,39,E,2,REML,1,1.181455749
20,39,E,3,REML,1,1.16147412
20,39,E,4,REML,1,1.139809392
20,39,E,5,REML,1,1.110602898
20,40,A,1,MANOVA,1,2.679935818
20,40,A,2,MANOVA,1,2.156407549
20,40,A,3,MANOVA,1,1.885002164
20,40,A,4,MANOVA,1,1.652453797
20,40,A,5,MANOVA,1,1.41638599
20,40,B,1,MANOVA,4,5.844244785
20,40,B,2,MANOVA,4,5.203312678
20,40,B,3,MANOVA,4,4.851783633
20,40,B,4,MANOVA,4,4.402622638
20,40,B,5,MANOVA,4,4.300558813
20,40,E,1,MANOVA,1,1.243519906
20,40,E,2,MANOVA,1,1.228532044
20,40,E,3,MANOVA,1,1.166721437
20,40,E,4,MANOVA,1,1.149509957
20,40,E,5,MANOVA,1,1.109858959
20,40,A,1,REML,1,2.697914451
20,40,A,2,REML,1,2.210604562
20,40,A,3,REML,1,1.897263028
20,40,A,4,REML,1,1.692416892
20,40,A,5,REML,1,1.437245254
20,40,B,1,REML,4,5.511342749
20,40,B,2,REML,4,5.01481973
20,40,B,3,REML,4,4.745638041
20,40,B,4,REML,4,4.277339034
20,40,B,5,REML,4,4.084780204
20,40,E,1,REML,1,1.221014459
20,40,E,2,REML,1,1.210500851
20,40,E,3,REML,1,1.144424631
20,40,E,4,REML,1,1.132008064
20,40,E,5,REML,1,1.103995208
20,41,A,1,MANOVA,1,2.551709791
20,41,A,2,MANOVA,1,2.040374709
20,41,A,3,MANOVA,1,1.903596984
20,41,A,4,MANOVA,1,1.664337498
20,41,A,5,MANOVA,1,1.437524181
20,41,B,1,MANOVA,4,5.995060992
20,41,B,2,MANOVA,4,5.070927055
20,41,B,3,MANOVA,4,4.771462982
20,41,B,4,MANOVA,4,4.626865965
20,41,B,5,MANOVA,4,4.265259587
20,41,E,1,MANOVA,1,1.226313976
20,41,E,2,MANOVA,1,1.198563031
20,41,E,3,MANOVA,1,1.175866733
20,41,E,4,MANOVA,1,1.133059507
20,41,E,5,MANOVA,1,1.117774358
20,41,A,1,REML,1,2.56632333
20,41,A,2,REML,1,2.089043756
20,41,A,3,REML,1,1.915353202
20,41,A,4,REML,1,1.673272211
20,41,A,5,REML,1,1.441132679
20,41,B,1,REML,4,5.474662409
20,41,B,2,REML,4,4.776911315
20,41,B,3,REML,4,4.582929099
20,41,B,4,REML,4,4.241392542
20,41,B,5,REML,4,4.032290192
20,41,E,1,REML,1,1.219380159
20,41,E,2,REML,1,1.193312323
20,41,E,3,REML,1,1.164140459
20,41,E,4,REML,1,1.127808443
20,41,E,5,REML,1,1.113882641
20,42,A,1,MANOVA,1,2.238453566
20,42,A,2,MANOVA,1,2.092817071
20,42,A,3,MANOVA,1,1.67150673
20,42,A,4,MANOVA,1,1.422538805
20,42,A,5,MANOVA,1,1.302073883
20,42,B,1,MANOVA,4,6.314151363
20,42,B,2,MANOVA,4,5.750469704
20,42,B,3,MANOVA,4,5.378004091
20,42,B,4,MANOVA,4,4.900272175
20,42,B,5,MANOVA,4,4.458991038
20,42,E,1,MANOVA,1,1.258580014
20,42,E,2,MANOVA,1,1.186928859
20,42,E,3,MANOVA,1,1.171674542
20,42,E,4,MANOVA,1,1.153612298
20,42,E,5,MANOVA,1,1.100359326
20,42,A,1,REML,1,2.250971005
20,42,A,2,REML,1,2.110463362
20,42,A,3,REML,1,1.688345262
20,42,A,4,REML,1,1.433181833
20,42,A,5,REML,1,1.311351824
20,42,B,1,REML,4,5.615031633
20,42,B,2,REML,4,5.342809433
20,42,B,3,REML,4,4.954722436
20,42,B,4,REML,4,4.745249289
20,42,B,5,REML,4,4.139174493
20,42,E,1,REML,1,1.247172683
20,42,E,2,REML,1,1.170315524
20,42,E,3,REML,1,1.152181967
20,42,E,4,REML,1,1.150956697
20,42,E,5,REML,1,1.082196189
20,43,A,1,MANOVA,1,2.863898868
20,43,A,2,MANOVA,1,2.074204391
20,43,A,3,MANOVA,1,1.729320665
20,43,A,4,MANOVA,1,1.585076135
20,43,A,5,MANOVA,1,1.523278472
20,43,B,1,MANOVA,4,5.998243374
20,43,B,2,MANOVA,4,5.466117967
20,43,B,3,MANOVA,4,4.809317781
20,43,B,4,MANOVA,4,4.49866411
20,43,B,5,MANOVA,4,4.358139043
20,43,E,1,MANOVA,1,1.253436216
20,43,E,2,MANOVA,1,1.198671925
20,43,E,3,MANOVA,1,1.177849366
20,43,E,4,MANOVA,1,1.169206789
20,43,E,5,MANOVA,1,1.125826259
20,43,A,1,REML,1,2.865984042
20,43,A,2,REML,1,2.075659318
20,43,A,3,REML,1,1.728458449
20,43,A,4,REML,1,1.610339402
20,43,A,5,REML,1,1.549743241
20,43,B,1,REML,4,5.630082513
20,43,B,2,REML,4,5.192721146
20,43,B,3,REML,4,4.691424661
20,43,B,4,REML,4,4.322421645
20,43,B,5,REML,4,3.98967502
20,43,E,1,REML,1,1.244884387
20,43,E,2,REML,1,1.185912372
20,43,E,3,REML,1,1.158420684
20,43,E,4,REML,1,1.146922135
20,43,E,5,REML,1,1.122838406
20,44,A,1,MANOVA,1,2.097435467
20,44,A,2,MANOVA,1,1.905303119
20,44,A,3,MANOVA,1,1.629004443
20,44,A,4,MANOVA,1,1.374952368
20,44,A,5,MANOVA,1,1.33276664
20,44,B,1,MANOVA,4,6.155640609
20,44,B,2,MANOVA,4,5.285478134
20,44,B,3,MANOVA,4,5.134656659
20,44,B,4,MANOVA,4,4.838323945
20,44,B,5,MANOVA,4,4.19407721
20,44,E,1,MANOVA,1,1.271990783
20,44,E,2,MANOVA,1,1.172867729
20,44,E,3,MANOVA,1,1.138544604
20,44,E,4,MANOVA,1,1.126444068
20,44,E,5,MANOVA,1,1.101699072
20,44,A,1,REML,1,2.121240369
20,44,A,2,REML,1,1.928573281
20,44,A,3,REML,1,1.657897042
20,44,A,4,REML,1,1.415175698
20,44,A,5,REML,1,1.361978179
20,44,B,1,REML,4,5.920692493
20,44,B,2,REML,4,5.102499995
20,44,B,3,REML,4,4.854575096
20,44,B,4,REML,4,4.517067172
20,44,B,5,REML,4,4.128815886
20,44,E,1,REML,1,1.256239001
20,44,E,2,REML,1,1.162566022
20,44,E,3,REML,1,1.129380944
20,44,E,4,REML,1,1.112629395
20,44,E,5,REML,1,1.087222414
20,45,A,1,MANOVA,1,2.968504604
20,45,A,2,MANOVA,1,2.266678147
20,45,A,3,MANOVA,1,1.8955927
20,45,A,4,MANOVA,1,1.623485938
20,45,A,5,MANOVA,1,1.399232539
20,45,B,1,MANOVA,4,5.887634784
20,45,B,2,MANOVA,4,5.308567883
20,45,B,3,MANOVA,4,5.218222054
20,45,B,4,MANOVA,4,4.917277424
20,45,B,5,MANOVA,4,4.619376145
20,45,E,1,MANOVA,1,1.237849144
20,45,E,2,MANOVA,1,1.19662751
20,45,E,3,MANOVA,1,1.150849391
20,45,E,4,MANOVA,1,1.117418862
20,45,E,5,MANOVA,1,1.101470808
20,45,A,1,REML,1,2.979496616
20,45,A,2,REML,1,2.343176401
20,45,A,3,REML,1,1.909208911
20,45,A,4,REML,1,1.631764301
20,45,A,5,REML,1,1.41053011
20,45,B,1,REML,4,5.371779443
20,45,B,2,REML,4,5.124229851
20,45,B,3,REML,4,4.750332644
20,45,B,4,REML,4,4.708410157
20,45,B,5,REML,4,4.369352553
20,45,E,1,REML,1,1.221759332
20,45,E,2,REML,1,1.192679641
20,45,E,3,REML,1,1.146141392
20,45,E,4,REML,1,1.103077113
20,45,E,5,REML,1,1.092380847
20,46,A,1,MANOVA,1,2.569431059
20,46,A,2,MANOVA,1,2.289628459
20,46,A,3,MANOVA,1,1.91510876
20,46,A,4,MANOVA,1,1.443839584
20,46,A,5,MANOVA,1,1.376451683
20,46,B,1,MANOVA,4,5.366791169
20,46,B,2,MANOVA,4,5.284749663
20,46,B,3,MANOVA,4,4.915576441
20,46,B,4,MANOVA,4,4.580961935
20,46,B,5,MANOVA,4,4.30836349
20,46,E,1,MANOVA,1,1.273440423
20,46,E,2,MANOVA,1,1.200166221
20,46,E,3,MANOVA,1,1.181457573
20,46,E,4,MANOVA,1,1.154578279
20,46,E,5,MANOVA,1,1.129221423
20,46,A,1,REML,1,2.606762911
20,46,A,2,REML,1,2.308275406
20,46,A,3,REML,1,1.931464148
20,46,A,4,REML,1,1.483049821
20,46,A,5,REML,1,1.378244609
20,46,B,1,REML,4,5.272391791
20,46,B,2,REML,4,4.834622594
20,46,B,3,REML,4,4.589261724
20,46,B,4,REML,4,4.429841945
20,46,B,5,REML,4,4.153264287
20,46,E,1,REML,1,1.250613318
20,46,E,2,REML,1,1.19692588
20,46,E,3,REML,1,1.173243817
20,46,E,4,REML,1,1.134643161
20,46,E,5,REML,1,1.116183576
20,47,A,1,MANOVA,1,2.246880231
20,47,A,2,MANOVA,1,1.791675422
20,47,A,3,MANOVA,1,1.639191901
20,47,A,4,MANOVA,1,1.585479322
20,47,A,5,MANOVA,1,1.436535605
20,47,B,1,MANOVA,4,6.145472394
20,47,B,2,MANOVA,4,5.714227644
20,47,B,3,MANOVA,4,5.201802301
20,47,B,4,MANOVA,4,4.686743757
20,47,B,5,MANOVA,4,4.521023391
20,47,E,1,MANOVA,1,1.223838043
20,47,E,2,MANOVA,1,1.188779291
20,47,E,3,MANOVA,1,1.14604517
20,47,E,4,MANOVA,1,1.139341044
20,47,E,5,MANOVA,1,1.102894076
20,47,A,1,REML,1,2.256688044
20,47,A,2,REML,1,1.799333847
20,47,A,3,REML,1,1.688530501
20,47,A,4,REML,1,1.606652097
20,47,A,5,REML,1,1.515765536
20,47,B,1,REML,4,5.738574927
20,47,B,2,REML,4,5.43530806
20,47,B,3,REML,4,4.80517598
20,47,B,4,REML,4,4.494451564
20,47,B,5,REML,4,4.025584035
20,47,E,1,REML,1,1.214810111
20,47,E,2,REML,1,1.178970642
20,47,E,3,REML,1,1.129064275
20,47,E,4,REML,1,1.120806497
20,47,E,5,REML,1,1.100350995
20,48,A,1,MANOVA,1,3.44338589
20,48,A,2,MANOVA,1,2.248230702
20,48,A,3,MANOVA,1,1.546503174
20,48,A,4,MANOVA,1,1.398330696
20,48,A,5,MANOVA,1,1.171408797
20,48,B,1,MANOVA,4,6.131220036
20,48,B,2,MANOVA,4,5.712018077
20,48,B,3,MANOVA,4,4.902417604
20,48,B,4,MANOVA,4,4.807117375
20,48,B,5,MANOVA,4,4.4261292
20,48,E,1,MANOVA,1,1.24871657
20,48,E,2,MANOVA,1,1.234598094
20,48,E,3,MANOVA,1,1.209647574
20,48,E,4,MANOVA,1,1.156392635
20,48,E,5,MANOVA,1,1.118536187
20,48,A,1,REML,1,3.450084704
20,48,A,2,REML,1,2.252890229
20,48,A,3,REML,1,1.556354033
20,48,A,4,REML,1,1.427320812
20,48,A,5,REML,1,1.177595365
20,48,B,1,REML,4,5.709523216
20,48,B,2,REML,4,5.024815917
20,48,B,3,REML,4,4.663624939
20,48,B,4,REML,4,4.5007139
20,48,B,5,REML,4,4.075266202
20,48,E,1,REML,1,1.246287222
20,48,E,2,REML,1,1.226802456
20,48,E,3,REML,1,1.202230262
20,48,E,4,REML,1,1.146399886
20,48,E,5,REML,1,1.099596105
20,49,A,1,MANOVA,1,2.468955026
20,49,A,2,MANOVA,1,2.139977105
20,49,A,3,MANOVA,1,1.759275321
20,49,A,4,MANOVA,1,1.423800397
20,49,A,5,MANOVA,1,1.377056915
20,49,B,1,MANOVA,4,5.847389561
20,49,B,2,MANOVA,4,5.295647772
20,49,B,3,MANOVA,4,5.032381551
20,49,B,4,MANOVA,4,4.596554695
20,49,B,5,MANOVA,4,4.412444597
20,49,E,1,MANOVA,1,1.282535293
20,49,E,2,MANOVA,1,1.16610484
20,49,E,3,MANOVA,1,1.135531119
20,49,E,4,MANOVA,1,1.116061982
20,49,E,5,MANOVA,1,1.104532657
20,49,A,1,REML,1,2.494563378
20,49,A,2,REML,1,2.147589345
20,49,A,3,REML,1,1.772567295
20,49,A,4,REML,1,1.486291014
20,49,A,5,REML,1,1.406196912
20,49,B,1,REML,4,5.540263258
20,49,B,2,REML,4,5.096627942
20,49,B,3,REML,4,4.653499366
20,49,B,4,REML,4,4.326392268
20,49,B,5,REML,4,4.126379133
20,49,E,1,REML,1,1.265855187
20,49,E,2,REML,1,1.161117736
20,49,E,3,REML,1,1.125009705
20,49,E,4,REML,1,1.111000723
20,49,E,5,REML,1,1.103530184
20,50,A,1,MANOVA,1,2.899276932
20,50,A,2,MANOVA,1,2.582188377
20,50,A,3,MANOVA,1,1.991415471
20,50,A,4,MANOVA,1,1.718586334
20,50,A,5,MANOVA,1,1.39402013
20,50,B,1,MANOVA,4,5.70403137
20,50,B,2,MANOVA,4,5.286924183
20,50,B,3,MANOVA,4,4.722453929
20,50,B,4,MANOVA,4,4.369400475
20,50,B,5,MANOVA,4,4.161622285
20,50,E,1,MANOVA,1,1.248568909
20,50,E,2,MANOVA,1,1.218571579
20,50,E,3,MANOVA,1,1.206430118
20,50,E,4,MANOVA,1,1.182464277
20,50,E,5,MANOVA,1,1.12496527
20,50,A,1,REML,1,2.91873018
20,50,A,2,REML,1,2.594445928
20,50,A,3,REML,1,1.996423408
20,50,A,4,REML,1,1.753256236
20,50,A,5,REML,1,1.403137014
20,50,B,1,REML,4,5.26567315
20,50,B,2,REML,4,5.022228441
20,50,B,3,REML,4,4.430119291
20,50,B,4,REML,4,4.211368442
20,50,B,5,REML,4,4.084746863
20,50,E,1,REML,1,1.243174741
20,50,E,2,REML,1,1.206478721
20,50,E,3,REML,1,1.185598595
20,50,E,4,REML,1,1.173612494
20,50,E,5,REML,1,1.105630425
30,1,A,1,MANOVA,1,2.97287789
30,1,A,2,MANOVA,1,2.373248259
30,1,A,3,MANOVA,1,2.119757465
30,1,A,4,MANOVA,1,1.8929283
30,1,A,5,MANOVA,1,1.562441475
30,1,B,1,MANOVA,4,6.642772855
30,1,B,2,MANOVA,4,5.722893964
30,1,B,3,MANOVA,4,5.238183477
30,1,B,4,MANOVA,4,5.143616234
30,1,B,5,MANOVA,4,4.861243364
30,1,E,1,MANOVA,1,1.292170879
30,1,E,2,MANOVA,1,1.25279826
30,1,E,3,MANOVA,1,1.245407154
30,1,E,4,MANOVA,1,1.220649795
30,1,E,5,MANOVA,1,1.19083181
30,1,A,1,REML,1,3.032408446
30,1,A,2,REML,1,2.415080916
30,1,A,3,REML,1,2.148431811
30,1,A,4,REML,1,1.921372206
30,1,A,5,REML,1,1.634688117
30,1,B,1,REML,4,6.287442898
30,1,B,2,REML,4,5.337980964
30,1,B,3,REML,4,4.863884744
30,1,B,4,REML,4,4.656616166
30,1,B,5,REML,4,4.517721963
30,1,E,1,REML,1,1.266529651
30,1,E,2,REML,1,1.236728949
30,1,E,3,REML,1,1.203043118
30,1,E,4,REML,1,1.180689146
30,1,E,5,REML,1,1.156868183
30,2,A,1,MANOVA,1,3.521828413
30,2,A,2,MANOVA,1,2.196714712
30,2,A,3,MANOVA,1,2.081851815
30,2,A,4,MANOVA,1,1.914690775
30,2,A,5,MANOVA,1,1.708925941
30,2,B,1,MANOVA,4,6.126707627
30,2,B,2,MANOVA,4,5.728748776
30,2,B,3,MANOVA,4,5.342771796
30,2,B,4,MANOVA,4,4.969641904
30,2,B,5,MANOVA,4,4.693959582
30,2,E,1,MANOVA,1,1.315890301
30,2,E,2,MANOVA,1,1.303957604
30,2,E,3,MANOVA,1,1.245541834
30,2,E,4,MANOVA,1,1.197328864
30,2,E,5,MANOVA,1,1.182390214
30,2,A,1,REML,1,3.550664926
30,2,A,2,REML,1,2.254286828
30,2,A,3,REML,1,2.1835964
30,2,A,4,REML,1,1.989155678
30,2,A,5,REML,1,1.795471151
30,2,B,1,REML,4,5.633021087
